course_code,course_name,units,year,description,requirements,faculty,outcomes,corequisites,exclusions,recommended,department_name,department_code,instructor,keywords,prereq_codes
INDG 111,Introduction to an Indigenous Language and Culture I,3.0,1.0,"This course introduces students to an Indigenous Language and Culture from North America. Using appropriate grammatical features, students will develop literacy and speaking skills at the beginner level to enable basic communication. The course also introduces students to the culture of the language group through exploration of their history and stories to learn about socio-political organization, relationships with the natural world, spiritual life, and examining contemporary issues that affect its people.
NOTE This course is repeatable for credit under different topic titles.",Prerequisite None. Exclusion LLCU 101/3.0*.,Faculty of Arts and Science,,,"[""LLCU 101/3.0*""]",,Indigenous Knowledges & Perspectives,INDG,,"[""Indigenous language"", ""culture"", ""beginner"", ""communication"", ""stories""]",
INDG 112,Introduction to an Indigenous Language and Culture II,3.0,1.0,"Students will continue their study of an Indigenous Language and Culture from North America from INDG 111, adding additional grammar features and contexts of communication, discussing foods and food preferences, the weather and time of year, counting people and things, and discussing ownership. Students will continue to improve their oral language skills. The course will continue students' exploration of the culture with a focus on contemporary issues and the lived realities of the community.
NOTE This course is repeatable for credit under different topic titles.",Prerequisite INDG 111/3.0. Exclusion LLCU 102/3.0*.,Faculty of Arts and Science,,,"[""LLCU 102/3.0*""]",,Indigenous Knowledges & Perspectives,INDG,,"[""Indigenous language"", ""grammar"", ""oral skills"", ""contemporary issues"", ""community""]",INDG 111
INDG 295,Special Indigenous Topics,3.0,2.0,"Special Indigenous Topics: For detailed information, consult the Department of Languages, Literatures and Cultures website.","Prerequisite Level 2 or above or permission of the Department of Languages, Literatures and Cultures.",Faculty of Arts and Science,,,[],,Indigenous Knowledges & Perspectives,INDG,,"[""special topics"", ""Indigenous"", ""consult department""]",
INDG 301,Indigenous Ways of Knowing,3.0,3.0,"This course will identify and examine characteristics and sources of Indigenous knowledge and pedagogies.
NOTE This course is repeatable for credit under different topic titles.","Prerequisite (Level 3 or above) or permission of the Department of Languages, Literatures and Cultures.",Faculty of Arts and Science,,,[],,Indigenous Knowledges & Perspectives,INDG,Carleigh Milburn,"[""Indigenous knowledge"", ""pedagogies"", ""repeatable"", ""Level 3""]",
INDG 302,Indigenous Theories and Methodologies: Learning through Indigenous Worldviews,3.0,3.0,An introduction to Indigenous theories and research methodologies.,"Prerequisite (Level 3 or above and DEVS 220) or permission of Department of Languages, Literatures and Cultures.",Faculty of Arts and Science,,,[],,Indigenous Knowledges & Perspectives,INDG,,"[""Indigenous theories"", ""research methodologies"", ""Level 3""]",DEVS 220
INDG 308,Learning from the Land,3.0,3.0,"This course is a land, theory and community-based course based on Indigenous systems of knowledge transmission and Indigenous ways of knowing, doing and being. INDG 308 offers students the opportunity to engage in various topics in Indigenous Studies while experiencing and learning on the land. This course is a combination of traditional skills, classroom instruction and theory, land-based reflection and experiential activities, with an emphasis on Indigenous community involvement and reciprocity.
NOTE In addition to the classroom learning, the course includes land-based learning (8-10 days total, depending on scheduling) in local urban and rural environments, which is included in the total learning hours.",Prerequisite (Level 3 or above and registration in the INDG Major or Joint Honours Plan and DEVS 220/3.0) or permission of the LLCU Dept. Exclusion INDG 395/3.0 (Topic Title: Learning Together from the Land - 2022/23).,Faculty of Arts and Science,,,"[""INDG 395/3.0""]",,Indigenous Knowledges & Perspectives,INDG,,"[""land-based"", ""community"", ""Indigenous knowledge"", ""experiential"", ""reciprocity""]",DEVS 220
INDG 395,Special Indigenous Topics,3.0,3.0,"Special Indigenous Topics: For detailed information, consult the Department of Languages, Literatures and Cultures website.
NOTE This course is repeatable for credit under different topic titles.","Prerequisite (Level 3 or above) or permission of the Department of Languages, Literatures and Cultures.",Faculty of Arts and Science,,,[],,Indigenous Knowledges & Perspectives,INDG,,"[""special topics"", ""Indigenous"", ""repeatable"", ""consult department""]",
INDG 401,In Community Capstone: Research and Relationships,6.0,4.0,"A fourth year Honours capstone project course exploring an issue in Indigenous Studies through both library- and community-based research. Working with an Indigenous community partner and the instructor, students will integrate knowledge and skills to carry out a research project.","Prerequisite (Level 4 or above and registration in an INDG Major or Joint Honours Plan and INDG 302/3.0) or permission of the Department of Languages, Literatures, and Cultures.",Faculty of Arts and Science,,,[],,Indigenous Knowledges & Perspectives,INDG,,"[""capstone"", ""research"", ""community-based"", ""Indigenous Studies"", ""Honours""]",INDG 302
INDG 495,Special Indigenous Topics,3.0,4.0,"Special Indigenous Topics: For detailed information, consult the Department of Languages, Literatures and Cultures website.
NOTE This course is repeatable for credit under different topic titles.","Prerequisite (6.0 units from INDG_Options) or permission of the Department of Languages, Literatures and Cultures.",Faculty of Arts and Science,,,[],,Indigenous Knowledges & Perspectives,INDG,,"[""special topics"", ""Indigenous"", ""repeatable"", ""consult department"", ""6.0 units""]",
INDG 501,Directed Reading in Indigenous Studies,3.0,,"Working with faculty from within the program and others with relevant experience, expertise, and knowledge, this Directed Reading course allows students the opportunity to pursue specific research/topical interests that may not be available within existing course selections, and/or build upon existing courses, topics, or research.
NOTE The student(s) is responsible for approaching a professor with whom they wish to work and who is willing to undertake this project.","Prerequisite Level 3 or above and permission of the Department of Languages, Literatures and Cultures.",Faculty of Arts and Science,,,[],,Indigenous Knowledges & Perspectives,INDG,,"[""directed reading"", ""research"", ""topical interests"", ""faculty collaboration"", ""department permission""]",
IDIS 173,The History and Philosophy of Health and Healthcare,3.0,1.0,"Multidisciplinary course organized around five major fields of scientific endeavour: anatomy, physiology, pathology, pharmacology, and population and global health.
LEARNING HOURS may vary 120(48O;72P)",Exclusion PHIL 201/3.0 Equivalency BMED 173/3.0,Faculty of Health Sciences,,,"[""PHIL 201"", ""BMED 173""]",,Interdisciplinary Studies,IDIS,"Jeremy Butler, Cheryl Cline","[""multidisciplinary"", ""anatomy"", ""physiology"", ""pathology"", ""pharmacology"", ""global health""]",
IDIS 199,"The Science of Mental Health, Well-being, & Resiliency",3.0,1.0,"A course designed for undergraduate students across all programs. Topics include an overview of conceptual approaches to defining and measuring mental health, mental health problems and mental illness, the impact of sleep habits, distress tolerance and self-regulation on well-being, and an introduction to effective coping choices.
LEARNING HOURS 120(48O;72P)",Prerequisite None. Exclusion HLTH 102.,Faculty of Health Sciences,,,"[""HLTH 102""]",,Interdisciplinary Studies,IDIS,,"[""mental health"", ""sleep habits"", ""distress tolerance"", ""self-regulation"", ""well-being""]",
IDIS 210,Arts in Society,3.0,2.0,"A broad-ranging introduction to the role arts play in human society with a focus on contemporary production and research. Through a series of guest speakers, students will engage with the arts' living practices embedded in social interaction addressing topics as wide-ranging as aesthetics, politics, race, representation, critical theory, and identities.
NOTE Students will be required to attend a variety of arts events outside class time which may include concerts, gallery exhibitions, performances, film screenings.
NOTE Administered by the Department of Film and Media.
NOTE Field trips: estimated cost $75.",Prerequisite Level 2 or above.,Faculty of Arts and Science,,,[],,Interdisciplinary Studies,IDIS,,"[""arts"", ""aesthetics"", ""politics"", ""race"", ""representation"", ""critical theory""]",
