natural_language_query,sql_query
what are the courses I need to take SOCY 428,SELECT prereq_codes FROM complete_courses WHERE course_code = 'SOCY 428'
find all courses I need to take CHEM 213,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CHEM 213'
which courses I need to take ARTH 373,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ARTH 373'
show me courses I need to take ELEC 444,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ELEC 444'
find all courses I need to take MUSC 326,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MUSC 326'
I need courses I need to take STAT 361,SELECT prereq_codes FROM complete_courses WHERE course_code = 'STAT 361'
what are the courses I need to take RELS 356,SELECT prereq_codes FROM complete_courses WHERE course_code = 'RELS 356'
what are the courses I need to take BIOL 432,SELECT prereq_codes FROM complete_courses WHERE course_code = 'BIOL 432'
I need courses I need to take MUSC 129,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MUSC 129'
I need courses I need to take PPEC 200,SELECT prereq_codes FROM complete_courses WHERE course_code = 'PPEC 200'
what are the courses I need to take CIVL 430,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CIVL 430'
I need courses I need to take GPHY 334,SELECT prereq_codes FROM complete_courses WHERE course_code = 'GPHY 334'
courses I need to take PSYC 380,SELECT prereq_codes FROM complete_courses WHERE course_code = 'PSYC 380'
courses I need to take MUSC 397,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MUSC 397'
what are the courses I need to take HIST 444,SELECT prereq_codes FROM complete_courses WHERE course_code = 'HIST 444'
get me courses I need to take CLST 214,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CLST 214'
what are the courses I need to take ENPH 456,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ENPH 456'
find all courses I need to take PHYS 345,SELECT prereq_codes FROM complete_courses WHERE course_code = 'PHYS 345'
show me courses I need to take POLS 395,SELECT prereq_codes FROM complete_courses WHERE course_code = 'POLS 395'
what are the courses I need to take ENPH 353,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ENPH 353'
which courses I need to take PHIL 247,SELECT prereq_codes FROM complete_courses WHERE course_code = 'PHIL 247'
find all courses I need to take BADR 101,SELECT prereq_codes FROM complete_courses WHERE course_code = 'BADR 101'
I want to see courses I need to take HIST 219,SELECT prereq_codes FROM complete_courses WHERE course_code = 'HIST 219'
list all courses I need to take PHYS 116,SELECT prereq_codes FROM complete_courses WHERE course_code = 'PHYS 116'
which courses I need to take NSCI 414,SELECT prereq_codes FROM complete_courses WHERE course_code = 'NSCI 414'
list all courses I need to take POLS 471,SELECT prereq_codes FROM complete_courses WHERE course_code = 'POLS 471'
list all courses I need to take APSC 141,SELECT prereq_codes FROM complete_courses WHERE course_code = 'APSC 141'
which courses I need to take CHEE 412,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CHEE 412'
I need courses I need to take EMPR 334,SELECT prereq_codes FROM complete_courses WHERE course_code = 'EMPR 334'
what are the courses I need to take MICR 270,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MICR 270'
find all courses I need to take MECH 444,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MECH 444'
which courses I need to take PHYS 317,SELECT prereq_codes FROM complete_courses WHERE course_code = 'PHYS 317'
I want to see courses I need to take ELEC 270,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ELEC 270'
list all courses I need to take HIST 106,SELECT prereq_codes FROM complete_courses WHERE course_code = 'HIST 106'
show me courses I need to take MECH 321,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MECH 321'
I need courses I need to take EMPR 240,SELECT prereq_codes FROM complete_courses WHERE course_code = 'EMPR 240'
I want to see courses I need to take ARTF 265,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ARTF 265'
I want to see courses I need to take CHEE 472,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CHEE 472'
I need courses I need to take DRAM 330,SELECT prereq_codes FROM complete_courses WHERE course_code = 'DRAM 330'
find all courses I need to take POLS 391,SELECT prereq_codes FROM complete_courses WHERE course_code = 'POLS 391'
what are the courses I need to take GPHY 367,SELECT prereq_codes FROM complete_courses WHERE course_code = 'GPHY 367'
list all courses I need to take RELS 501,SELECT prereq_codes FROM complete_courses WHERE course_code = 'RELS 501'
courses I need to take ARIN 101,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ARIN 101'
which courses I need to take DEVS 340,SELECT prereq_codes FROM complete_courses WHERE course_code = 'DEVS 340'
which courses I need to take MECH 479,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MECH 479'
I want to see courses I need to take FILM 260,SELECT prereq_codes FROM complete_courses WHERE course_code = 'FILM 260'
get me courses I need to take BIOL 333,SELECT prereq_codes FROM complete_courses WHERE course_code = 'BIOL 333'
show me courses I need to take JWST 502,SELECT prereq_codes FROM complete_courses WHERE course_code = 'JWST 502'
find all courses I need to take ECON 255,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ECON 255'
what are the courses I need to take GPHY 242,SELECT prereq_codes FROM complete_courses WHERE course_code = 'GPHY 242'
show me courses I need to take SOCY 301,SELECT prereq_codes FROM complete_courses WHERE course_code = 'SOCY 301'
list all courses I need to take POLS 320,SELECT prereq_codes FROM complete_courses WHERE course_code = 'POLS 320'
what are the courses I need to take KNPE 261,SELECT prereq_codes FROM complete_courses WHERE course_code = 'KNPE 261'
which courses I need to take CANC 440,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CANC 440'
get me courses I need to take DEVS 502,SELECT prereq_codes FROM complete_courses WHERE course_code = 'DEVS 502'
I want to see courses I need to take MNTC P01,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MNTC P01'
get me courses I need to take CHEE 440,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CHEE 440'
show me courses I need to take CHEM 211,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CHEM 211'
I need courses I need to take PHIL 362,SELECT prereq_codes FROM complete_courses WHERE course_code = 'PHIL 362'
show me courses I need to take DRAM 395,SELECT prereq_codes FROM complete_courses WHERE course_code = 'DRAM 395'
what are the courses I need to take CIVL 340,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CIVL 340'
show me courses I need to take SOCY 303,SELECT prereq_codes FROM complete_courses WHERE course_code = 'SOCY 303'
courses I need to take POLS 469,SELECT prereq_codes FROM complete_courses WHERE course_code = 'POLS 469'
show me courses I need to take ENSC 445,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ENSC 445'
show me courses I need to take FREN 324,SELECT prereq_codes FROM complete_courses WHERE course_code = 'FREN 324'
which courses I need to take ENGL 476,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ENGL 476'
what are the courses I need to take PATH 425,SELECT prereq_codes FROM complete_courses WHERE course_code = 'PATH 425'
get me courses I need to take POLS 419,SELECT prereq_codes FROM complete_courses WHERE course_code = 'POLS 419'
show me courses I need to take ENGL 441,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ENGL 441'
which courses I need to take ITLN 205,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ITLN 205'
I want to see courses I need to take ECON 481,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ECON 481'
list all courses I need to take NSCI 433,SELECT prereq_codes FROM complete_courses WHERE course_code = 'NSCI 433'
find all courses I need to take ARTH 348,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ARTH 348'
list all courses I need to take PHYS 372,SELECT prereq_codes FROM complete_courses WHERE course_code = 'PHYS 372'
which courses I need to take HIST 214,SELECT prereq_codes FROM complete_courses WHERE course_code = 'HIST 214'
get me courses I need to take FILM 210,SELECT prereq_codes FROM complete_courses WHERE course_code = 'FILM 210'
show me courses I need to take DEVS 410,SELECT prereq_codes FROM complete_courses WHERE course_code = 'DEVS 410'
which courses I need to take MUSC 323,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MUSC 323'
which courses I need to take ELEC 433,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ELEC 433'
list all courses I need to take ENGL 370,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ENGL 370'
get me courses I need to take MUSC 396,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MUSC 396'
list all courses I need to take ENGL 218,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ENGL 218'
find all courses I need to take MUSC 315,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MUSC 315'
find all courses I need to take PHIL 382,SELECT prereq_codes FROM complete_courses WHERE course_code = 'PHIL 382'
get me courses I need to take MREN 410,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MREN 410'
which courses I need to take BIOL 315,SELECT prereq_codes FROM complete_courses WHERE course_code = 'BIOL 315'
I need courses I need to take ENGL 293,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ENGL 293'
courses I need to take PSYC 221,SELECT prereq_codes FROM complete_courses WHERE course_code = 'PSYC 221'
show me courses I need to take CISC 455,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CISC 455'
which courses I need to take HIST 440,SELECT prereq_codes FROM complete_courses WHERE course_code = 'HIST 440'
find all courses I need to take ENSC 301,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ENSC 301'
find all courses I need to take CLST 150,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CLST 150'
find all courses I need to take BIOL 432,SELECT prereq_codes FROM complete_courses WHERE course_code = 'BIOL 432'
I want to see courses I need to take SPAN 348,SELECT prereq_codes FROM complete_courses WHERE course_code = 'SPAN 348'
courses I need to take ELEC 457,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ELEC 457'
get me courses I need to take HIST 279,SELECT prereq_codes FROM complete_courses WHERE course_code = 'HIST 279'
find all courses I need to take MUSC 192,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MUSC 192'
get me courses I need to take HIST 337,SELECT prereq_codes FROM complete_courses WHERE course_code = 'HIST 337'
which courses I need to take KNPE 353,SELECT prereq_codes FROM complete_courses WHERE course_code = 'KNPE 353'
courses I need to take HLTH 497,SELECT prereq_codes FROM complete_courses WHERE course_code = 'HLTH 497'
get me courses I need to take CIVL 360,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CIVL 360'
I want to see courses I need to take MUSC 218,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MUSC 218'
I need courses I need to take ENPH 252,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ENPH 252'
list all courses I need to take RELS 221,SELECT prereq_codes FROM complete_courses WHERE course_code = 'RELS 221'
what are the courses I need to take CMPE 351,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CMPE 351'
I need courses I need to take MNTC 423,SELECT prereq_codes FROM complete_courses WHERE course_code = 'MNTC 423'
which courses I need to take ENPH 460,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ENPH 460'
find all courses I need to take ARTF 100,SELECT prereq_codes FROM complete_courses WHERE course_code = 'ARTF 100'
what are the courses I need to take CISC 453,SELECT prereq_codes FROM complete_courses WHERE course_code = 'CISC 453'
