Unnamed: 0.1,Unnamed: 0,course_code,course_name,units,description,requirements,faculty,outcomes,prerequisites,corequisites,exclusions,recommended,department_name,year,department_code,instructor
1750,81,MUSC 324,Applied Music III,6.0,"Continuation of MUSC 224.
NOTE In addition to the regular tuition fee, students are charged an additional fee for private music lessons: estimated cost $1,600.",Prerequisite A minimum grade of a B- in MUSC 224. Exclusion MUSC 320; MUSC 321; MUSC 325. Note This course is not available to students registered in the MUSC Specialization or MUTH Plan.,Faculty of Arts and Science,,A minimum grade of a B- in MUSC 224.,,MUSC 320; MUSC 321; MUSC 325. Note This course is not available to students registered in the MUSC Specialization or MUTH Plan.,,Music,3.0,MUSC,
1751,82,MUSC 325,Applied Study III (Advanced Performance Recital),6.0,Students will perform in a public recital in accordance with guidelines established by the DAN School.,Prerequisite A minimum grade of a B in MUSC 220 and MUSC 225. Corequisite MUSC 320. Exclusion MUSC 321; MUSC 324.,Faculty of Arts and Science,,A minimum grade of a B in MUSC 220 and MUSC 225.,MUSC 320.,MUSC 321; MUSC 324.,,Music,3.0,MUSC,
1752,83,MUSC 326,Lyric Diction,3.0,"Introduction to phonetics, the International Phonetic Alphabet and voice physiology together with a study of the rules of pronunciation in English, Italian, French and German. Emphasis on active skills, singing and discussion. Highly recommended for all voice students and students planning graduate study in voice, choral conducting or collaborative piano.",Prerequisite Level 3 or above and permission of the School. Equivalency MUSC 226.,Faculty of Arts and Science,,Level 3 or above and permission of the School. Equivalency MUSC 226.,,,,Music,3.0,MUSC,
1753,84,MUSC 331,Music Direction for Music Theatre,3.0,"Theatrical knowledge and practical application of skills required for music direction in Music Theatre, including musical theatre, opera, song cycles, reviews, cabarets, concerts, proof of concepts, and workshopped productions. Students will develop transferable skills to work as a music director across performance genres.","Prerequisite (Level 3 or above and registration in a COCA, DRAM, MAPP, MUSC, or MUTH Plan) or permission of the School. Exclusion MUTH 329/3.0 (Topic Title: Musical Direction - Winter 2020). Equivalency MUTH 331/3.0*.",Faculty of Arts and Science,,"(Level 3 or above and registration in a COCA, DRAM, MAPP, MUSC, or MUTH Plan) or permission of the School.",,MUTH 329/3.0 (Topic Title: Musical Direction - Winter 2020). Equivalency MUTH 331/3.0*.,,Music,3.0,MUSC,
1754,85,MUSC 332,Opera Performance,3.0,"Exploration and discussion of historical and contemporary performances as well as theories of acting, character development, staging and other topics related to Opera performance. Knowledge will be applied and expanded through live performance of scenes from the repertoire. Course may focus on a specific work, composer, or theme.
NOTE Students enrolling in this course should have previous classical singing experience.",Prerequisite Level 3 or above. Equivalency MUTH 332/3.0*.,Faculty of Arts and Science,,Level 3 or above. Equivalency MUTH 332/3.0*.,,,,Music,3.0,MUSC,
1755,86,MUSC 334,Elementary Music Education,3.0,"An examination of the literature, instructional methods, resources, and planning structures for teaching music to elementary students.",Prerequisite Level 3 or above and 3.0 units of MUSC.,Faculty of Arts and Science,,Level 3 or above and 3.0 units of MUSC.,,,,Music,3.0,MUSC,
1756,87,MUSC 335,Music Education in the Community,3.0,"This course examines formal, informal and non-formal structures that support music teaching and learning in the community across the lifespan.",Prerequisite (Level 3 or above and registration in a MUSC or MUTH Plan) or permission of the School. Note Non-Music students should note that a significant music background is required to be successful in this course.,Faculty of Arts and Science,,(Level 3 or above and registration in a MUSC or MUTH Plan) or permission of the School. Note Non-Music students should note that a significant music background is required to be successful in this course.,,,,Music,3.0,MUSC,
1757,88,MUSC 338,Secondary Music Education,3.0,"An introduction to the methods, materials, and curriculum design suitable for teaching music to senior high school students.",Prerequisite Level 3 or above and 6.0 units from (MUSC 180-MUSC 188; MUSC 280; MUSC 281; MUSC 283-MUSC 288).,Faculty of Arts and Science,,Level 3 or above and 6.0 units from (MUSC 180-MUSC 188; MUSC 280; MUSC 281; MUSC 283-MUSC 288).,,,,Music,3.0,MUSC,
1758,89,MUSC 348,Advanced Guitar Techniques and Methods,3.0,"A study of advanced guitar technique and pedagogy including scales and arpeggios, jazz chord voicings, alternate tunings, practice strategies and arrangement/composition. Technical goals will be tailored to individual levels. A range of styles will be explored including Classical, Flamenco, Fingerstyle, Folk, Blues, Jazz, Salsa, and Afro-Cuban.",Prerequisite MUSC 188 or MUSC 288 or permission of the School. Equivalency MUSC 381 (Topic Title: Advanced Guitar Techniques and Methods).,Faculty of Arts and Science,,MUSC 188 or MUSC 288 or permission of the School. Equivalency MUSC 381 (Topic Title: Advanced Guitar Techniques and Methods).,,,,Music,3.0,MUSC,
1759,90,MUSC 351,Intermediate Composition Studio,3.0,"Guidance in the development of the student as a composer (acoustic or electroacoustic).
NOTE Students must submit a portfolio of compositions to the School by the last day of classes in the Winter Term. Admission is determined through evaluation of portfolios by a Faculty jury. Submission of a portfolio does not guarantee admission.",Prerequisite Permission of the School. Exclusion MUSC 352/3.0*; MUSC 353/6.0.,Faculty of Arts and Science,,Permission of the School.,,MUSC 352/3.0*; MUSC 353/6.0.,,Music,3.0,MUSC,
1760,91,MUSC 353,Intermediate Composition Intensive,6.0,"In-depth guidance in the development of the student as a composer (acoustic or electroacoustic).
NOTE Students must submit a portfolio of compositions to the School by the last day of classes in the Winter Term. Admission is determined through evaluation of portfolios by a Faculty jury. Submission of a portfolio does not guarantee admission.",Prerequisite Permission of the School. Exclusion MUSC 351/3.0; MUSC 352/3.0*.,Faculty of Arts and Science,,Permission of the School.,,MUSC 351/3.0; MUSC 352/3.0*.,,Music,3.0,MUSC,
1761,92,MUSC 354,Acoustic Composition,6.0,"Guidance in the development of the student as a composer for instruments and voice.
NOTE Students must submit a portfolio of compositions to the Music Office by the last day of classes in the Winter Term. Admission is determined through evaluation of portfolios by a Faculty jury. Submission of a portfolio does not guarantee admission.",Prerequisite Permission of the School. Exclusion MUSC 351/3.0; MUSC 352/3.0*.,Faculty of Arts and Science,,Permission of the School.,,MUSC 351/3.0; MUSC 352/3.0*.,,Music,3.0,MUSC,
1762,93,MUSC 355,Electroacoustic Composition,6.0,Guidance in the development of the student as a composer of electroacoustic music.,Prerequisite MUSC 255 and permission of the School. Note Students must submit in writing to the Dan School Office their request to apply for this course by the last day of classes in the Winter Term.,Faculty of Arts and Science,,MUSC 255 and permission of the School. Note Students must submit in writing to the Dan School Office their request to apply for this course by the last day of classes in the Winter Term.,,,,Music,3.0,MUSC,
1763,94,MUSC 358,Jazz and Popular Music Arranging,3.0,"Notation, symbols and format of popular music, jazz and music theatre. Scoring and arranging for small jazz groups, studio bands, rock bands, and commercial orchestra.",Prerequisite MUSC 293 or permission of the School.,Faculty of Arts and Science,,MUSC 293 or permission of the School.,,,,Music,3.0,MUSC,
1764,95,MUSC 370,Topics in Advanced Conducting,3.0,"Study of advanced conducting techniques, score analysis and rehearsal procedures. Issues of style, interpretation and relationship between gesture and response will be examined through the preparation of selected repertoire. Students will explore rehearsal techniques and develop manual dexterity and baton technique.
NOTE This course is repeatable for credit under different topic titles.",Prerequisite MUSC 270/3.0 or permission of the School.,Faculty of Arts and Science,,MUSC 270/3.0 or permission of the School.,,,,Music,3.0,MUSC,Dan Tremblay
1765,96,MUSC 374,Music Education: Partnership Placement,3.0,A laboratory course emphasizing weekly field-based observations and supervised practice teaching experiences in music within schools and/or community organizations in conjunction with music education theory.,Prerequisite (Level 2 or above and [registration in a MUSC or MUTH Plan] or [MUSC 114/3.0 and 3.0 units from MUSC or MUTH]) or permission of the School. Equivalency MUSC 274/3.0*.,Faculty of Arts and Science,,(Level 2 or above and [registration in a MUSC or MUTH Plan] or [MUSC 114/3.0 and 3.0 units from MUSC or MUTH]) or permission of the School. Equivalency MUSC 274/3.0*.,,,,Music,3.0,MUSC,
1766,97,MUSC 380,Topics in Music History and Culture I,3.0,"An intensive study of a topic within historical musicology, ethnomusicology, or popular music(s).
NOTE This course is repeatable for credit under different topic titles.",Prerequisite ([MUSC 191/6.0 or MUSC 193/3.0] and [MUSC 209/3.0 or MUSC 210/3.0 or MUSC 211/3.0]) or permission of the School.,Faculty of Arts and Science,,([MUSC 191/6.0 or MUSC 193/3.0] and [MUSC 209/3.0 or MUSC 210/3.0 or MUSC 211/3.0]) or permission of the School.,,,,Music,3.0,MUSC,
1767,98,MUSC 381,Topics in Music,3.0,"An intensive survey of a topic within music. Topics vary by year.
NOTE This course is repeatable for credit under different topic titles.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Music,3.0,MUSC,
1768,99,MUSC 382,Research Methods in Performing Arts,3.0,"Further development of research skills from foundational courses, investigating bibliographic, archival, ethnographic, and embodied research methodologies. Other topics include critical theories, ethical considerations, and issues of representation.
NOTE This course is also listed/offered as DRAM 382/3.0.",Prerequisite Level 3 or above. Exclusion DRAM 382/3.0. Equivalency MUTH 380/3.0*.,Faculty of Arts and Science,,Level 3 or above.,,DRAM 382/3.0. Equivalency MUTH 380/3.0*.,,Music,3.0,MUSC,
1769,100,MUSC 383,Theatre and Music of Africa and the Diaspora,3.0,"An exploration of traditional African cultural forms including music, storytelling, mask work, and dance and how those roots are the foundation of contemporary music and theatre from Africa and the African Diaspora.
NOTE This course is also listed/offered as DRAM 383/3.0.",Prerequisite Level 3 or above. Exclusion DRAM 383/3.0; MUTH 329/3.0 (Topic Title: Theatre and Music of Africa and the African Diaspora - Fall 2020). Equivalency MUTH 375/3.0*.,Faculty of Arts and Science,,Level 3 or above.,,DRAM 383/3.0; MUTH 329/3.0 (Topic Title: Theatre and Music of Africa and the African Diaspora - Fall 2020). Equivalency MUTH 375/3.0*.,,Music,3.0,MUSC,
1770,101,MUSC 384,Dancer-Singer in Music Theatre,3.0,"An applied course integrating advanced-level singing, dancing and movement techniques, choreography, devising, and other creative applications in music theatre scenes. Through written assignments and performance, students prepare and perform scenes that integrate the work of the composer, lyricist, and book writer.
NOTE Students with previous singing and advanced private dance class experience, including through Queen's clubs, are encouraged to request permission.
NOTE This course is also listed/offered as DRAM 384/3.0.",Prerequisite (Registration in a MUTH plan) or ([3.0 units from MUSC 118/3.0; MUSC 119/3.0; MUSC 120/6.0; MUSC 121/6.0; MUSC 122/3.0; MUSC 123/3.0; MUSC 124/6.0; MUSC 280/3.0; MUTH 210/3.0] and [DRAM 294/3.0 or MUSC 294/3.0 or MUTH 211/3.0*]) or permission of the School. Exclusion DRAM 384/3.0. Equivalency MUTH 310/3.0*.,Faculty of Arts and Science,,(Registration in a MUTH plan) or ([3.0 units from MUSC 118/3.0; MUSC 119/3.0; MUSC 120/6.0; MUSC 121/6.0; MUSC 122/3.0; MUSC 123/3.0; MUSC 124/6.0; MUSC 280/3.0; MUTH 210/3.0] and [DRAM 294/3.0 or MUSC 294/3.0 or MUTH 211/3.0*]) or permission of the School.,,DRAM 384/3.0. Equivalency MUTH 310/3.0*.,,Music,3.0,MUSC,
